seed,baseline,alpha_target,background_drift_slope_per_day,energy_resolution_pct,prior_family_id,standoff_m,regime_id,FAR_at_target_alpha,MedianDetectionDelay_days,TPR_at_alpha_1e-3,FAR_inflation_ratio,CalibrationViolation
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,25.0,8fcb91371d0e,0.01637278278478712,10.358656937732743,0.2917512248801891,1.6372782784787119,1
101,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.012792552034295298,8.269188155573538,0.4983762901994001,1.2792552034295297,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.014064611559554794,10.172410012005356,0.306566857660509,1.4064611559554794,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.017804147204133463,12.563150544059672,0.0890208357311739,1.7804147204133463,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01473007303507008,11.071419767353007,0.2157484876388027,1.473007303507008,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01583164015940846,11.44082427670578,0.16479276732820658,1.583164015940846,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01672493697251019,12.030233844621335,0.1354098617710533,1.672493697251019,1
211,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.012838867452516889,7.994524848473686,0.5444736497264824,1.2838867452516889,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.014256721422243006,10.17304939750527,0.3082089812068806,1.4256721422243006,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.017728430462552486,12.002362056321786,0.1772704764325453,1.7728430462552485,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01484102209406996,10.685355686722705,0.2357121243932279,1.484102209406996,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.015661747747336613,11.319336278303783,0.20441075518135662,1.5661747747336612,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.016490635025522705,12.173142254852124,0.1454867324033206,1.6490635025522704,1
307,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.012979228965391972,7.971643698073225,0.5444131654308666,1.2979228965391971,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.014149802661649964,9.816180143617924,0.3209620169910393,1.4149802661649964,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01771234251499049,12.379065381229347,0.11317988466088129,1.771234251499049,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01468273554941357,11.428359768223688,0.1862395734387538,1.468273554941357,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01606124056178334,11.721165970844353,0.15964514621861592,1.6061240561783339,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.016488120376833892,12.075443725243579,0.13209516346500758,1.6488120376833892,1
401,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.012782903463692033,8.465775291626109,0.49305976437253485,1.2782903463692032,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01417379712606586,10.362639581914085,0.23434255349477393,1.417379712606586,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01793699558554105,12.585367318590114,0.11610933689734779,1.793699558554105,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.014632775397099878,11.467682200488813,0.18145261819633696,1.4632775397099878,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.015947218273476203,12.13651390711962,0.13050252898356549,1.5947218273476202,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.016569340180138285,11.668564351504246,0.1517861407960358,1.6569340180138283,1
503,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.012854576020993696,8.107279374733821,0.541656578220146,1.2854576020993695,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.014125059416260495,10.035154470261778,0.2861725836006868,1.4125059416260495,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.01766194290295364,12.52992188316773,0.10524622326583785,1.7661942902953638,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.014658450097482588,11.639206201441839,0.15327067930059718,1.4658450097482587,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.015709774097076006,11.794109614180815,0.16074579472804892,1.5709774097076006,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,40.0,952b94fe179c,0.016627103765210302,11.875101835797015,0.11935131746887835,1.6627103765210303,1
101,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.012533726203286862,9.657808398812927,0.3655407628042443,1.2533726203286861,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.014058148722046556,11.65828277189628,0.1643333840206825,1.4058148722046555,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.017692329422250467,14.74204398783114,0.03748193896547696,1.7692329422250466,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.014502248301967094,12.65634336872625,0.10284533614377525,1.4502248301967093,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01573120961812212,14.52354779215535,0.03276982695582051,1.573120961812212,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01654843338036746,13.649592730301713,0.08834223538578523,1.654843338036746,1
211,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.012863776747387754,9.218383457850022,0.38312921897987773,1.2863776747387754,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01364274536444974,12.220083222843861,0.11333610117692049,1.364274536444974,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01782113633792232,14.429930343038253,0.07397663040637581,1.7821136337922319,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.014484480691702262,12.88947512198011,0.11119525964500138,1.4484480691702262,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.016226541053276332,13.846811005278687,0.0739190288179016,1.622654105327633,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01667926529356748,14.069662049484851,0.04750210228030426,1.667926529356748,1
307,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01279488901488145,9.749186253225155,0.36747543181945896,1.279488901488145,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01396308808654202,11.100976124639013,0.19726197987272015,1.396308808654202,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01771922517885803,14.914601868907717,0.05410035257109603,1.7719225178858031,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.014587460574686278,12.893533141262248,0.0924160512902344,1.4587460574686277,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.016075035825643916,13.596781326663342,0.07242558811121812,1.6075035825643915,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.016724700563347752,14.270829254100889,0.048077154532760194,1.6724700563347752,1
401,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.013033390603715285,9.508719878515942,0.35890537212117735,1.3033390603715285,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.013972753323445462,12.29170499058081,0.12689396065058153,1.3972753323445462,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.017683279408594918,13.706696187517021,0.04667167585994368,1.7683279408594919,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.014932113567588891,12.903820256968563,0.1013554170147602,1.4932113567588892,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.015983130640872728,13.740336140595927,0.08409284951932612,1.5983130640872727,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.016516183409423978,14.0551881966812,0.06394542562840139,1.6516183409423977,1
503,PM Robust minimax detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.012461776302044841,9.8747168893508,0.34212069106031395,1.246177630204484,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.013981538860678839,11.260480614881752,0.1890059790254981,1.398153886067884,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.01790310764300965,14.664725130602536,0.028162885992516117,1.790310764300965,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.014852279503340478,12.838553825026311,0.08774221147490982,1.4852279503340478,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.0157151313346463,14.382395421302066,0.03429937477553377,1.57151313346463,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,8.0,M_conservative_mixture,60.0,6462de5003fe,0.016317295614191187,14.799916420146381,0.038923369534482465,1.6317295614191185,1
101,PM Robust minimax detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.012679513910593557,6.6846201412473825,0.7099692906367824,1.2679513910593556,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.01400581202156608,8.160231495978572,0.5287665686092097,1.400581202156608,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.017624482788981717,10.500744599810867,0.2558181178117928,1.7624482788981717,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.014479593751569033,9.63776752229725,0.32696851561386686,1.4479593751569033,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.015587686941274272,9.51870619671554,0.34442985841204155,1.5587686941274272,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.016151981540041035,10.315528508351962,0.28308438917523326,1.6151981540041036,1
211,PM Robust minimax detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.012730586221680315,6.681620942799756,0.7375550555847795,1.2730586221680316,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.014095325978169579,8.070148983244335,0.5589402268089941,1.409532597816958,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.01759667373372634,10.664207134638712,0.23129576671058402,1.759667373372634,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.014613966826198074,9.442288489159502,0.3476731039956541,1.4613966826198075,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.015578506829469405,10.420174262589029,0.2760685283620167,1.5578506829469405,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.016204445234746893,9.986645602427519,0.3060058711110317,1.6204445234746894,1
307,PM Robust minimax detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.012833527681899078,7.102300363599562,0.666147097289201,1.2833527681899077,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.01380132034766455,8.288199266334749,0.5406611620351683,1.380132034766455,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.01743955546243462,10.07672215186817,0.3184040267780538,1.743955546243462,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.014417607720504193,9.271429139953199,0.41275929390014937,1.4417607720504193,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.015954357460737388,9.953602947456442,0.3045891884576541,1.5954357460737387,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.016364240538063703,10.015361594104819,0.2747239213739469,1.6364240538063703,1
401,PM Robust minimax detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.012904716156401238,7.357597395396242,0.6437589701873319,1.2904716156401237,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.014184654810250146,8.652032112088028,0.49080402469717244,1.4184654810250146,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.017563315857022088,10.76431471042298,0.2380132564120802,1.7563315857022088,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.014419754980535824,9.562657906974508,0.3368523898036343,1.4419754980535824,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.01584964209536244,9.310147579257038,0.39325142342399766,1.584964209536244,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.01623383628966017,9.819078210807312,0.3233288642440117,1.6233836289660168,1
503,PM Robust minimax detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.012851346305213195,6.869916209166255,0.6747509361225885,1.2851346305213194,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.013842374813753144,8.009766588812218,0.5277738847102251,1.3842374813753144,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.017355674968094904,10.789463197918733,0.24951031349419991,1.7355674968094903,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.0144141481650247,9.513590249597996,0.3705723127897362,1.44141481650247,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.015657747683215123,9.984440392687166,0.3126551863697679,1.5657747683215122,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,15.0,5d276b030080,0.016520135031993344,10.272736170029651,0.28718043375737295,1.6520135031993344,1
101,PM Robust minimax detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01251740520191077,7.322029450155002,0.6284512630560213,1.251740520191077,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.014051307528260313,9.017959850661095,0.4269166841769008,1.4051307528260313,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.017366035618309142,11.686486009445888,0.16552890767110184,1.7366035618309141,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.014457066267627662,9.963185473850414,0.29598501448871745,1.4457066267627663,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.015882532852613155,10.836360174832294,0.24118968324158413,1.5882532852613154,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01619150829438557,11.17660112261972,0.19598414895269625,1.6191508294385568,1
211,PM Robust minimax detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.012634347110932776,7.567442935576028,0.5914078436393355,1.2634347110932775,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.013864399367365568,8.946447446528222,0.44029355364689576,1.3864399367365567,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.017508539791390304,11.15540720780693,0.22367800438377444,1.7508539791390303,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.014817169522902088,10.27363125617112,0.26497298423895915,1.4817169522902087,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.015786619788502813,10.889123947431793,0.22756887362666978,1.5786619788502814,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01628432275476699,10.988613018058697,0.23183782834398475,1.6284322754766989,1
307,PM Robust minimax detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01294274523639143,7.579542698560743,0.6116572955581123,1.2942745236391429,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.013657748783457947,8.744369773137093,0.4718018266514851,1.3657748783457946,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.017645110212898576,11.237345716403423,0.17187329076387506,1.7645110212898576,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.014136518480387614,9.929667305429092,0.3044105137508351,1.4136518480387614,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01574153220571451,10.960490855950372,0.19327660804346578,1.574153220571451,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01617919126351509,10.921000867317682,0.1942946403613736,1.6179191263515091,1
401,PM Robust minimax detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01249936464422163,7.417831786263318,0.6103985558943252,1.2499364644221629,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.013959040812969432,9.336823938894973,0.37743074693870005,1.3959040812969432,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01775719987628154,11.533746278839228,0.17884482127901202,1.7757199876281542,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.014702593281311087,9.89211636296508,0.3241792362181696,1.4702593281311087,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.015589687178484093,11.364631184671147,0.19245008679960793,1.5589687178484093,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.016484617491189332,11.184481840222311,0.24094917017246076,1.6484617491189333,1
503,PM Robust minimax detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.012643568074920964,7.6335102287856955,0.5911185350188729,1.2643568074920963,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.013738593640129415,8.839863485530294,0.4512387331443243,1.3738593640129415,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.01762298636351292,11.61275622509013,0.16633390217592256,1.762298636351292,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.014542476807855538,10.260357716127462,0.2824226280120096,1.4542476807855538,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.015693978993521887,10.462562834897826,0.2474495267129759,1.5693978993521887,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,25.0,69c94be2985b,0.016361534196936582,10.943907654502404,0.20036518855241103,1.6361534196936582,1
101,PM Robust minimax detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.012791776293521767,8.627074889203506,0.4595248373913524,1.2791776293521766,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.013836928044571687,10.622905364403193,0.2417871922769,1.3836928044571686,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.01751322496574434,12.790748996055054,0.10475746752682752,1.7513224965744338,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.01467019816759906,11.92088649245424,0.1347133726953177,1.467019816759906,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.015808112396982835,12.15614734088214,0.14034194427779384,1.5808112396982834,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.01623890295705309,12.332972312905037,0.12357615510744789,1.623890295705309,1
211,PM Robust minimax detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.012537871720749829,8.857083967505169,0.41934562534426784,1.253787172074983,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.013894704182865234,10.46660577822786,0.25716600425060754,1.3894704182865234,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.017704329039064992,12.926384374878198,0.12758977246432368,1.7704329039064992,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.0145543244096516,12.117122771138334,0.126126528144389,1.45543244096516,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.015686964956473527,12.648830852033852,0.1269556288155023,1.5686964956473526,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.016469520256310037,12.025224245813641,0.13521104168066966,1.6469520256310037,1
307,PM Robust minimax detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.01256883856075066,8.806350947098634,0.44007118449505167,1.256883856075066,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.01362089039922713,10.024839299064613,0.30341233028460374,1.362089039922713,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.017503312014904477,12.551948944333422,0.14878996344939482,1.7503312014904477,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.014406153593377356,11.448260633645942,0.19387861085612582,1.4406153593377355,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.015691662679505086,12.097800756028565,0.1233169874429251,1.5691662679505085,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.016335429691585853,12.51701981741109,0.12370390018570876,1.6335429691585852,1
401,PM Robust minimax detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.012650436368616529,8.913449350028769,0.44044552187083336,1.2650436368616529,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.014137077258240394,10.300874442148897,0.2827628605267305,1.4137077258240394,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.017429414022707482,12.5953828315135,0.13161196679327658,1.7429414022707481,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.014570101414421825,11.752002505016161,0.17256231677452177,1.4570101414421825,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.015648880655992174,12.508451068283984,0.08654037419594623,1.5648880655992174,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.016167012609277363,12.65903439560305,0.11152872975019801,1.6167012609277363,1
503,PM Robust minimax detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.012757066971820679,8.087966738899002,0.5581634163879172,1.2757066971820679,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.013741346008133338,9.852598567234612,0.32925933282439346,1.3741346008133337,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.017950355950921405,12.966546710352638,0.10025526378834057,1.7950355950921404,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.014510672932930496,11.138767798312319,0.20069261423853763,1.4510672932930495,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.015856605078075292,12.061428157777513,0.12293550713294334,1.5856605078075292,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.03,10.0,M_huber,40.0,ca1526301f21,0.016274573511214162,12.141736387783794,0.1580278660343955,1.627457351121416,1
101,PM Robust minimax detector,0.01,0.03,10.0,M_huber,60.0,ee7c0534d780,0.013057695714238425,9.766237008879155,0.34731063643256127,1.3057695714238424,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.03,10.0,M_huber,60.0,ee7c0534d780,0.013948828390818806,11.996462846276259,0.13603337759842277,1.3948828390818806,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.03,10.0,M_huber,60.0,ee7c0534d780,0.01747218600246412,14.911071226699441,0.06617056492983678,1.7472186002464118,1
